Fonte:CovidSus
Autor:Datasus
DataGerado:07/07/2020



regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;29/05/2020;22;12924;4;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;30/05/2020;22;12924;4;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;31/05/2020;23;12924;4;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;01/06/2020;23;12924;4;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;02/06/2020;23;12924;4;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;03/06/2020;23;12924;4;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;04/06/2020;23;12924;4;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;05/06/2020;23;12924;4;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;06/06/2020;23;12924;4;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;07/06/2020;24;12924;5;1;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;08/06/2020;24;12924;6;1;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;09/06/2020;24;12924;6;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;10/06/2020;24;12924;6;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;11/06/2020;24;12924;7;1;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;12/06/2020;24;12924;9;2;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;13/06/2020;24;12924;9;0;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;14/06/2020;25;12924;15;6;0;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;15/06/2020;25;12924;16;1;1;1;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;16/06/2020;25;12924;16;0;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;17/06/2020;25;12924;17;1;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;18/06/2020;25;12924;17;0;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;19/06/2020;25;12924;20;3;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;20/06/2020;25;12924;28;8;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;21/06/2020;26;12924;29;1;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;22/06/2020;26;12924;29;0;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;23/06/2020;26;12924;30;1;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;24/06/2020;26;12924;32;2;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;25/06/2020;26;12924;32;0;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;26/06/2020;26;12924;33;1;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;27/06/2020;26;12924;34;1;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;28/06/2020;27;12924;34;0;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;29/06/2020;27;12924;34;0;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;30/06/2020;27;12924;35;1;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;01/07/2020;27;12924;40;5;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;02/07/2020;27;12924;47;7;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;03/07/2020;27;12924;47;0;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;04/07/2020;27;12924;47;0;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;05/07/2020;28;12924;52;5;1;0;;;0
Centro-Oeste;MS;Deodápolis;50;500345;50003;DOURADOS;06/07/2020;28;12924;52;0;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;27/03/2020;13;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;28/03/2020;13;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;29/03/2020;14;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;30/03/2020;14;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;31/03/2020;14;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;01/04/2020;14;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;02/04/2020;14;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;03/04/2020;14;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;04/04/2020;14;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;05/04/2020;15;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;06/04/2020;15;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;07/04/2020;15;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;08/04/2020;15;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;09/04/2020;15;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;10/04/2020;15;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;11/04/2020;15;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;12/04/2020;16;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;13/04/2020;16;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;14/04/2020;16;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;15/04/2020;16;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;16/04/2020;16;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;17/04/2020;16;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;18/04/2020;16;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;19/04/2020;17;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;20/04/2020;17;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;21/04/2020;17;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;22/04/2020;17;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;23/04/2020;17;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;24/04/2020;17;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;25/04/2020;17;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;26/04/2020;18;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;27/04/2020;18;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;28/04/2020;18;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;29/04/2020;18;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;30/04/2020;18;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;01/05/2020;18;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;02/05/2020;18;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;03/05/2020;19;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;04/05/2020;19;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;05/05/2020;19;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;06/05/2020;19;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;07/05/2020;19;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;08/05/2020;19;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;09/05/2020;19;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;10/05/2020;20;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;11/05/2020;20;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;12/05/2020;20;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;13/05/2020;20;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;14/05/2020;20;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;15/05/2020;20;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;16/05/2020;20;5924;0;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;17/05/2020;21;5924;2;2;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;18/05/2020;21;5924;2;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;19/05/2020;21;5924;3;1;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;20/05/2020;21;5924;6;3;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;21/05/2020;21;5924;9;3;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;22/05/2020;21;5924;9;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;23/05/2020;21;5924;12;3;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;24/05/2020;22;5924;15;3;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;25/05/2020;22;5924;20;5;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;26/05/2020;22;5924;23;3;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;27/05/2020;22;5924;29;6;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;28/05/2020;22;5924;29;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;29/05/2020;22;5924;38;9;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;30/05/2020;22;5924;38;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;31/05/2020;23;5924;46;8;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;01/06/2020;23;5924;62;16;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;02/06/2020;23;5924;62;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;03/06/2020;23;5924;62;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;04/06/2020;23;5924;67;5;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;05/06/2020;23;5924;67;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;06/06/2020;23;5924;69;2;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;07/06/2020;24;5924;69;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;08/06/2020;24;5924;69;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;09/06/2020;24;5924;72;3;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;10/06/2020;24;5924;72;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;11/06/2020;24;5924;72;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;12/06/2020;24;5924;72;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;13/06/2020;24;5924;72;0;0;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;14/06/2020;25;5924;73;1;1;1;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;15/06/2020;25;5924;73;0;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;16/06/2020;25;5924;73;0;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;17/06/2020;25;5924;74;1;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;18/06/2020;25;5924;75;1;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;19/06/2020;25;5924;89;14;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;20/06/2020;25;5924;93;4;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;21/06/2020;26;5924;93;0;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;22/06/2020;26;5924;92;-1;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;23/06/2020;26;5924;94;2;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;24/06/2020;26;5924;95;1;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;25/06/2020;26;5924;97;2;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;26/06/2020;26;5924;103;6;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;27/06/2020;26;5924;105;2;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;28/06/2020;27;5924;106;1;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;29/06/2020;27;5924;106;0;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;30/06/2020;27;5924;109;3;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;01/07/2020;27;5924;111;2;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;02/07/2020;27;5924;110;-1;1;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;03/07/2020;27;5924;111;1;2;1;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;04/07/2020;27;5924;111;0;2;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;05/07/2020;28;5924;111;0;2;0;;;0
Centro-Oeste;MS;Douradina;50;500350;50003;DOURADOS;06/07/2020;28;5924;112;1;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;27/03/2020;13;222949;0;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;28/03/2020;13;222949;2;2;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;29/03/2020;14;222949;2;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;30/03/2020;14;222949;2;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;31/03/2020;14;222949;2;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;01/04/2020;14;222949;3;1;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;02/04/2020;14;222949;4;1;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;03/04/2020;14;222949;6;2;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;04/04/2020;14;222949;6;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;05/04/2020;15;222949;6;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;06/04/2020;15;222949;6;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;07/04/2020;15;222949;6;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;08/04/2020;15;222949;6;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;09/04/2020;15;222949;7;1;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;10/04/2020;15;222949;7;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;11/04/2020;15;222949;7;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;12/04/2020;16;222949;7;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;13/04/2020;16;222949;7;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;14/04/2020;16;222949;9;2;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;15/04/2020;16;222949;9;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;16/04/2020;16;222949;10;1;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;17/04/2020;16;222949;11;1;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;18/04/2020;16;222949;11;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;19/04/2020;17;222949;11;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;20/04/2020;17;222949;11;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;21/04/2020;17;222949;11;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;22/04/2020;17;222949;11;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;23/04/2020;17;222949;11;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;24/04/2020;17;222949;11;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;25/04/2020;17;222949;11;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;26/04/2020;18;222949;11;0;0;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;27/04/2020;18;222949;12;1;1;1;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;28/04/2020;18;222949;12;0;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;29/04/2020;18;222949;12;0;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;30/04/2020;18;222949;13;1;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;01/05/2020;18;222949;13;0;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;02/05/2020;18;222949;13;0;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;03/05/2020;19;222949;13;0;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;04/05/2020;19;222949;13;0;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;05/05/2020;19;222949;15;2;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;06/05/2020;19;222949;16;1;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;07/05/2020;19;222949;16;0;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;08/05/2020;19;222949;17;1;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;09/05/2020;19;222949;17;0;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;10/05/2020;20;222949;17;0;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;11/05/2020;20;222949;19;2;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;12/05/2020;20;222949;19;0;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;13/05/2020;20;222949;21;2;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;14/05/2020;20;222949;24;3;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;15/05/2020;20;222949;28;4;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;16/05/2020;20;222949;41;13;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;17/05/2020;21;222949;42;1;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;18/05/2020;21;222949;64;22;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;19/05/2020;21;222949;67;3;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;20/05/2020;21;222949;72;5;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;21/05/2020;21;222949;84;12;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;22/05/2020;21;222949;93;9;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;23/05/2020;21;222949;102;9;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;24/05/2020;22;222949;127;25;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;25/05/2020;22;222949;152;25;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;26/05/2020;22;222949;180;28;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;27/05/2020;22;222949;197;17;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;28/05/2020;22;222949;220;23;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;29/05/2020;22;222949;236;16;1;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;30/05/2020;22;222949;260;24;2;1;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;31/05/2020;23;222949;279;19;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;01/06/2020;23;222949;306;27;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;02/06/2020;23;222949;339;33;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;03/06/2020;23;222949;378;39;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;04/06/2020;23;222949;419;41;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;05/06/2020;23;222949;446;27;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;06/06/2020;23;222949;493;47;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;07/06/2020;24;222949;571;78;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;08/06/2020;24;222949;613;42;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;09/06/2020;24;222949;674;61;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;10/06/2020;24;222949;756;82;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;11/06/2020;24;222949;849;93;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;12/06/2020;24;222949;899;50;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;13/06/2020;24;222949;1034;135;2;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;14/06/2020;25;222949;1138;104;4;2;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;15/06/2020;25;222949;1197;59;5;1;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;16/06/2020;25;222949;1292;95;5;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;17/06/2020;25;222949;1421;129;5;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;18/06/2020;25;222949;1472;51;7;2;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;19/06/2020;25;222949;1630;158;8;1;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;20/06/2020;25;222949;1721;91;10;2;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;21/06/2020;26;222949;1807;86;10;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;22/06/2020;26;222949;1829;22;11;1;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;23/06/2020;26;222949;1964;135;13;2;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;24/06/2020;26;222949;2150;186;13;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;25/06/2020;26;222949;2247;97;16;3;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;26/06/2020;26;222949;2335;88;19;3;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;27/06/2020;26;222949;2397;62;20;1;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;28/06/2020;27;222949;2454;57;21;1;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;29/06/2020;27;222949;2487;33;22;1;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;30/06/2020;27;222949;2536;49;22;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;01/07/2020;27;222949;2670;134;24;2;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;02/07/2020;27;222949;2811;141;26;2;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;03/07/2020;27;222949;2869;58;29;3;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;04/07/2020;27;222949;2948;79;32;3;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;05/07/2020;28;222949;2995;47;32;0;;;0
Centro-Oeste;MS;Dourados;50;500370;50003;DOURADOS;06/07/2020;28;222949;3020;25;34;2;;;0
Centro-Oeste;MS;Eldorado;50;500375;50003;DOURADOS;27/03/2020;13;12353;0;0;0;0;;;0
Centro-Oeste;MS;Eldorado;50;500375;50003;DOURADOS;28/03/2020;13;12353;0;0;0;0;;;0
